Dosja,Arkiva,Fondi,Viti,Dosja,Faqja,Titulli,Anglisht,Citimi ,Shenime,,,,
490_1952_1335,AQSH,490,1952,1335,6,"Ministria e Jashtme derguar Kryeministrise, dt. 27.8.52.  ""Marreveshje midis qeverise se Republikes Popullore te Shqiperise dhe qeverise se Bashkimit te Republikes Socialiste Sovjetike mbi aresimin e qytetareve te Republikes Popullore te Shqiperise ne shkollat e larta civile te B. R. S. S.""","Ministry of Foreign Affairs to Prime Ministry, 27.8.1952. Agreement between the Albanian and the Soviet government on the education of Albanian citizens in the civil higher schools of the Soviet Union. ","AQSH, F.490, V.1952, D.1335, Fl.6. Document title: Ministria e Jashtme derguar Kryeministrise, dt. 27.8.52.  ""Marreveshje midis qeverise se Republikes Popullore te Shqiperise dhe qeverise se Bashkimit te Republikes Socialiste Sovjetike mbi aresimin e qytetareve te Republikes Popullore te Shqiperise ne shkollat e larta civile te B. R. S. S.""[Ministry of Foreign Affairs to Prime Ministry, 27.8.1952. Agreement between the Albanian and the Soviet government on the education of Albanian citizens in the civil higher schools of the Soviet Union. .]",,,,,
"1953, Marrëdhëniet e Shqipërisë me B.S, D. B/I_8, fl.17, AMPJ",MEPJ,MPJ,1953,B/I-8,17-20,Marredheniet e Shqiperise me B.S.,Albanian - USSR relations,"MEPJ, F.MPJ, V.1953, D.B/I-8, Fl.17-20. Document title: Marredheniet e Shqiperise me B.S.[Albanian - USSR relations.]",,,,,
14_1953_8,AQSH,14-APOU,1953,8,64-68,Keshilli i Ministrave derguar K.Q. te PPSH. Dt. 28.10.1954. Relacion mbi Kriteret e Pranimit N'Institute te Njerezve qe nuk Kane Mbaruar Shkollen e Mesme.,Council of Ministers to the Central Committee of the Party. 28.10.1954. Report on the Admission Criteria at the Institutes for Those not Graduated from Secondary Education. ,"AQSH, F.14-APOU, V.1953, D.8, Fl.64-68. Document title: Keshilli i Ministrave derguar K.Q. te PPSH. Dt. 28.10.1954. Relacion mbi Kriteret e Pranimit N'Institute te Njerezve qe nuk Kane Mbaruar Shkollen e Mesme.[Council of Ministers to the Central Committee of the Party. 28.10.1954. Report on the Admission Criteria at the Institutes for Those not Graduated from Secondary Education. .]",,,,,
Personal Surveillance Dossier of E. Cabej. Dossier 2885. Category 2/B. Autoriteti i Dosjeve. 1953. P. 54. ,MPB,-,1953,2885,54,Dosja Personale e E. Cabej,Personal Surveillance File of E. Cabej.,"MPB, F.-, V.1953, D.2885, Fl.54. Document title: Dosja Personale e E. Cabej[Personal Surveillance File of E. Cabej..]",,,,,
MPJ 52 / 1953,MEPJ,MPJ,1953,52,4,"Legata Moske derguar Ministrise se Puneve te Jashtme, dt. 20.05.1953","Embassy in Moscow to Ministry of Foreign Affairs, 20.05.1953","MEPJ, F.MPJ, V.1953, D.52, Fl.4. Document title: Legata Moske derguar Ministrise se Puneve te Jashtme, dt. 20.05.1953[Embassy in Moscow to Ministry of Foreign Affairs, 20.05.1953.]",,,,,
14_1953_8,AQSH,14-APOU,1953,8,3-44,Mbi gjendjen e brendshme te Republkes Popullore te Shqiperise. Raport i Ministrit te P. te Brendshme per Byrone Politike (Teper Sekret),On the internal state of the People's Republic of Albania: Report of the Minister of Internal Affairs for the Politburo (Top Secret),"AQSH, F.14-APOU, V.1953, D.8, Fl.3-44. Document title: Mbi gjendjen e brendshme te Republkes Popullore te Shqiperise. Raport i Ministrit te P. te Brendshme per Byrone Politike (Teper Sekret)[On the internal state of the People's Republic of Albania: Report of the Minister of Internal Affairs for the Politburo (Top Secret).]",,,,,
495_1953_31,AQSH,495,1953,31,4-7,Mbi gjendjen dhe zhvillimin e industrise te R- P. Sh. ,On the state and development of the industry in the People's Republic of Albania,"AQSH, F.495, V.1953, D.31, Fl.4-7. Document title: Mbi gjendjen dhe zhvillimin e industrise te R- P. Sh. [On the state and development of the industry in the People's Republic of Albania.]",,,,,
495_1953_48,AQSH,495,1953,48,3-9,Relacion mbi dergimin e nxenescve punetore jashte shtetit. Dt. 27.01.1953,Report on the dispatch of trainees abroad. 27.01.1953,"AQSH, F.495, V.1953, D.48, Fl.3-9. Document title: Relacion mbi dergimin e nxenescve punetore jashte shtetit. Dt. 27.01.1953[Report on the dispatch of trainees abroad. 27.01.1953.]",,,,,
495_1953_48,AQSH,495,1953,48,17-36,Relacion mbi planin e pregatitjes se kuadrove te larta per vitin 1953.,Report on the plan for the qualification of cadres in 1953,"AQSH, F.495, V.1953, D.48, Fl.17-36. Document title: Relacion mbi planin e pregatitjes se kuadrove te larta per vitin 1953.[Report on the plan for the qualification of cadres in 1953.]",,,,,
495_1953_48,AQSH,495,1953,48,41-52,Dergohet plani i ndryshuar i studentave universitare dhe nxenesve punetore per vitin 1953. Dt. 30.05.1953. Komisioni i Planit te Shtetit derguar Kryeministrise (Teper Sekret),The modified plan of the number of students in higher education and the apprentacies for 1953.  State Planning Commission to Council of Ministers. 30.05.1953 (Top Secret),"AQSH, F.495, V.1953, D.48, Fl.41-52. Document title: Dergohet plani i ndryshuar i studentave universitare dhe nxenesve punetore per vitin 1953. Dt. 30.05.1953. Komisioni i Planit te Shtetit derguar Kryeministrise (Teper Sekret)[The modified plan of the number of students in higher education and the apprentacies for 1953.  State Planning Commission to Council of Ministers. 30.05.1953 (Top Secret).]",,,,,
495_1953_48,AQSH,495,1953,49,17-37,Mbi arsimin e larte dhe shperndarjen e nxenesave qe mbarojne kete vit shkollat e mesme,On higher education and the allocation of graduates from the secondary schools for this year,"AQSH, F.495, V.1953, D.49, Fl.17-37. Document title: Mbi arsimin e larte dhe shperndarjen e nxenesave qe mbarojne kete vit shkollat e mesme[On higher education and the allocation of graduates from the secondary schools for this year.]",,,,,
MPB_4_1953_2885,MPB,4,1953,2885,,Dosja Personale e E. Cabej,Personal Surveillance File of E. Cabej.,"MPB, F.4, V.1953, D.2885, Fl.. Document title: Dosja Personale e E. Cabej[Personal Surveillance File of E. Cabej..]",,,,,
"MPJ 217/1954, Legata Moske to MPJ, 20.5.53, p. 4",MEPJ,MPJ,1954,217,4,"Legata Moske derguar Ministrise se Puneve te Jashtme, dt. 20.05.1953","Albanian Embassy in Moscow to Ministry of Foreign Affairs, Tirana, 20.05.1953","MEPJ, F.MPJ, V.1954, D.217, Fl.4. Document title: Legata Moske derguar Ministrise se Puneve te Jashtme, dt. 20.05.1953[Albanian Embassy in Moscow to Ministry of Foreign Affairs, Tirana, 20.05.1953.]",,,,,
495_1954_64,MEPJ,495,1954,64,7-8,Analiza e t'ardhurave reale te popullsise dhe e pageses reale te punonjesve ne vitin 1954 karshi viti 1953,Analysis of the population's real income and real earning of the employees in comparison between 1953 and 1954.,"MEPJ, F.495, V.1954, D.64, Fl.7-8. Document title: Analiza e t'ardhurave reale te popullsise dhe e pageses reale te punonjesve ne vitin 1954 karshi viti 1953[Analysis of the population's real income and real earning of the employees in comparison between 1953 and 1954..]",,,,,
MPJ 217/1954,MEPJ,MPJ,1954,217,2,"Deshifrim, Legata ne Moske derguar MPJ, dt. 1.7.1954","Diplomatic mission in Moscow to MFA, 1 July 1954","MEPJ, F.MPJ, V.1954, D.217, Fl.2. Document title: Deshifrim, Legata ne Moske derguar MPJ, dt. 1.7.1954[Diplomatic mission in Moscow to MFA, 1 July 1954.]",,,,,
MPJ 217/1954,MEPJ,MPJ,1954,217,13,"Deshifrim, Legata ne Prage derguar MPJ, dt. 16.11.1954","Diplomatic mission in Prague to MFA, 16 November 1954","MEPJ, F.MPJ, V.1954, D.217, Fl.13. Document title: Deshifrim, Legata ne Prage derguar MPJ, dt. 16.11.1954[Diplomatic mission in Prague to MFA, 16 November 1954.]",,,,,
MPJ 217/1954,MEPJ,MPJ,1954,217,2,"Deshifrim, Legata ne Moske derguar MPJ, dt. 1.7.1954","Diplomatic mission in Moscow to MFA, 1 July 1954","MEPJ, F.MPJ, V.1954, D.217, Fl.2. Document title: Deshifrim, Legata ne Moske derguar MPJ, dt. 1.7.1954[Diplomatic mission in Moscow to MFA, 1 July 1954.]",,,,,
14_1955_30,AQSH,14-APOU,1955,30,15,Instruksion mbi vendosjen e kuadrit dhe mbi mbajtjen e dosjeve personale te evidencave te kuadrit nga K.Q. i P.P.SH dhe nga Komitetet e Partise te Qarqever e Rretheve. ,Guidelines on the placement of cadres and the maintainance of personal dossiers of the personel from the Central Committee of the Party of Labor and from the Party Committees of the districts and regions. ,"AQSH, F.14-APOU, V.1955, D.30, Fl.15. Document title: Instruksion mbi vendosjen e kuadrit dhe mbi mbajtjen e dosjeve personale te evidencave te kuadrit nga K.Q. i P.P.SH dhe nga Komitetet e Partise te Qarqever e Rretheve. [Guidelines on the placement of cadres and the maintainance of personal dossiers of the personel from the Central Committee of the Party of Labor and from the Party Committees of the districts and regions. .]",,,,,
511_1951_78,AQSH,511,1955,26,1-12,Fjalim i Ministrit me studentet e kthyer nga jashte per vitin akademik 1954-55,Minister's speech to the students returned from abroad in the academic year 1954-55.,"AQSH, F.511, V.1955, D.26, Fl.1-12. Document title: Fjalim i Ministrit me studentet e kthyer nga jashte per vitin akademik 1954-55[Minister's speech to the students returned from abroad in the academic year 1954-55..]",,,,,
14_1955_10,AQSH,14-APOU,1955,10,55,Relacion mbi problemin e pagave dhe kategorizimit. Dt. 15.12.1954 (Teper Sekret),Report on the the problem of compensations and classification. (Top Secret) 15.12.1954,"AQSH, F.14-APOU, V.1955, D.10, Fl.55. Document title: Relacion mbi problemin e pagave dhe kategorizimit. Dt. 15.12.1954 (Teper Sekret)[Report on the the problem of compensations and classification. (Top Secret) 15.12.1954.]",,,,,
14_1955_11,AQSH,14-APOU,1955,10,71,"Vendim i Byrose Polike te K.Q. te PPSH.Nr. 113, 16.03.1955. ""Mbi Sistemin e Pagave""","Decree of the Politburo. N0. 133, 16.03.1955. On the compensation system.","AQSH, F.14-APOU, V.1955, D.10, Fl.71. Document title: Vendim i Byrose Polike te K.Q. te PPSH.Nr. 113, 16.03.1955. ""Mbi Sistemin e Pagave""[Decree of the Politburo. N0. 133, 16.03.1955. On the compensation system..]",,,,,
MPJ 48/1956,MEPJ,MPJ,1956,48,10-11,"Vendim i Keshillit te Ministrave, Nr. 485, dt. 29.12.1956 ""Mbi thirrjen e specialisteve sovjetike""","Decree of the Council of Ministers, No. 485, 29.12.1956 ""On the call for Soviet specialists""","MEPJ, F.MPJ, V.1956, D.48, Fl.10-11. Document title: Vendim i Keshillit te Ministrave, Nr. 485, dt. 29.12.1956 ""Mbi thirrjen e specialisteve sovjetike""[Decree of the Council of Ministers, No. 485, 29.12.1956 ""On the call for Soviet specialists"".]",,,,,
F. 800 _ 1956/2 Komisioni i Lart? i Atestimit  V. 1956   D. 2,AQSH,800,1956,2,2-3,,,"AQSH, F.800, V.1956, D.2, Fl.2-3. Document title: [.]",,,,,
F. 800 _ 1956/2 Komisioni i Lart? i Atestimit  V. 1956   D. 2,AQSH,800,1956,2,4,Mbi dhenien e titullit docent disa pedagogeve t'institucioneve te larta. 30.08.1956,On granting the lector title to some teachers of institutes of higher learning. 30.08.1956,"AQSH, F.800, V.1956, D.2, Fl.4. Document title: Mbi dhenien e titullit docent disa pedagogeve t'institucioneve te larta. 30.08.1956[On granting the lector title to some teachers of institutes of higher learning. 30.08.1956.]",,,,,
511_1956_24,AQSH,511,1956,24,102-103,Mbi aktivitetet e zhvilluara nga ambasada  e R.P.SH. Berlin per muajt shtator tetor 1955. Dt. 17.12.1955,"On the activities undertaken with the students by the embassy of Albanian People's Republik in Berlin, September-October 1955","AQSH, F.511, V.1956, D.24, Fl.102-103. Document title: Mbi aktivitetet e zhvilluara nga ambasada  e R.P.SH. Berlin per muajt shtator tetor 1955. Dt. 17.12.1955[On the activities undertaken with the students by the embassy of Albanian People's Republik in Berlin, September-October 1955.]",,,,,
511_1956_25,AQSH,511,1956,25,21,"Ministria e Industrise dhe Minierave derguar Ministrise se Arsimit dhe Kultures, Dt. 20.07.1956","Ministry of Industry and Mining to Ministry of Education and Culture, on 20.07.1956","AQSH, F.511, V.1956, D.25, Fl.21. Document title: Ministria e Industrise dhe Minierave derguar Ministrise se Arsimit dhe Kultures, Dt. 20.07.1956[Ministry of Industry and Mining to Ministry of Education and Culture, on 20.07.1956.]",,,,,
511_1956_26,AQSH,511,1956,25,27,"Ministria e Ndertimit derguar Ministrise se Arsimit dhe Kultures, dt. 27.08.1956","Ministry of Construction to Ministry of Education and Culture, on 27.08.1956","AQSH, F.511, V.1956, D.25, Fl.27. Document title: Ministria e Ndertimit derguar Ministrise se Arsimit dhe Kultures, dt. 27.08.1956[Ministry of Construction to Ministry of Education and Culture, on 27.08.1956.]",,,,,
511_1956_27,AQSH,511,1956,25,31,"Ministria e Puneve te Jashtme derguar Ministrise se Arsimit dhe Kultures, dt. 17.09.1956","Ministry of Foreign Affairs to Ministry of Education and Culture, on 17.09.1956.","AQSH, F.511, V.1956, D.25, Fl.31. Document title: Ministria e Puneve te Jashtme derguar Ministrise se Arsimit dhe Kultures, dt. 17.09.1956[Ministry of Foreign Affairs to Ministry of Education and Culture, on 17.09.1956..]",,,,,
511_1956_28,AQSH,511,1956,25,64,"Ambasada Berlin derguar Organizates se Studenteve Laipsig, dt. 15.9.1956.","Embassy in Berlin to Student Organization, Leipzig, on 15.9.1956","AQSH, F.511, V.1956, D.25, Fl.64. Document title: Ambasada Berlin derguar Organizates se Studenteve Laipsig, dt. 15.9.1956.[Embassy in Berlin to Student Organization, Leipzig, on 15.9.1956.]",,,,,
511_1956_29,AQSH,511,1956,25,75,"Ministria e Arsimit dhe Kultures derguar Ministrise se Financave, dt. 22.11.1956","Ministry of Education and Culture to Ministry of Finance, on 21.11.1956","AQSH, F.511, V.1956, D.25, Fl.75. Document title: Ministria e Arsimit dhe Kultures derguar Ministrise se Financave, dt. 22.11.1956[Ministry of Education and Culture to Ministry of Finance, on 21.11.1956.]",,,,,
511_1956_30,AQSH,511,1956,25,113,Pasqyrja mbi origjinen shoqerore. ,Records student's social origin,"AQSH, F.511, V.1956, D.25, Fl.113. Document title: Pasqyrja mbi origjinen shoqerore. [Records student's social origin.]",,,,,
511_1956_26,AQSH,511,1956,26,113-116,"Vendim i Byrose Politike te KQ te Partise. Nr. 23/1, dt. 16.7.1956 ""Mbi disa probleme te arsimit popullor""","Decision of the Politburo. No. 23/1, 16.07.1956 ""On some issues of people's education""","AQSH, F.511, V.1956, D.26, Fl.113-116. Document title: Vendim i Byrose Politike te KQ te Partise. Nr. 23/1, dt. 16.7.1956 ""Mbi disa probleme te arsimit popullor""[Decision of the Politburo. No. 23/1, 16.07.1956 ""On some issues of people's education"".]",,,,,
511_1956_17,AQSH,511,1956,17,1,"Vendim i Keshillit te Ministrave, Nr. 127, dt. 29.11.1956. Mbi pregatitjen e aspiranteve per jashte shtetit me shkeputje dhe pa shkeputje nga puna.","Decree of the Council of Ministers, No. 127, 29.03.1956. On the qualification of doctoral students abroad in full-time and part-time studies.","AQSH, F.511, V.1956, D.17, Fl.1. Document title: Vendim i Keshillit te Ministrave, Nr. 127, dt. 29.11.1956. Mbi pregatitjen e aspiranteve per jashte shtetit me shkeputje dhe pa shkeputje nga puna.[Decree of the Council of Ministers, No. 127, 29.03.1956. On the qualification of doctoral students abroad in full-time and part-time studies..]",,,,,
"Botschaft Tirana, 9.5.1956 an Ministerium für Auswärtige Angelegenheiten der DDR _ HA I _ PAAA, M1, 6412/A1373. S. 5",DDR,PAAA,1956,,,,,"Botschaft Tirana, 9.5.1956 an Ministerium für Auswärtige Angelegenheiten der DDR - HA I - PAAA, M1, 6412/A1373. S. 5",,,,,
800_1956_1,AQSH,800,1956,1,,"Informacion mbi gradat dhe titujt në Bullgari, si dhe të dhëna mbi shkollat e larta atje, të mundshme, e të gatshme për të ndihmuar kuadrot shqiptarë.","Information on ranks and titles in Bulgaria, and specifications on the higher education institutions able and willing to assist Albanian cadres there. ","AQSH, F.800, V.1956, D.1, Fl.. Document title: Informacion mbi gradat dhe titujt në Bullgari, si dhe të dhëna mbi shkollat e larta atje, të mundshme, e të gatshme për të ndihmuar kuadrot shqiptarë.[Information on ranks and titles in Bulgaria, and specifications on the higher education institutions able and willing to assist Albanian cadres there. .]",,,,,
511_1957_57,AQSH,14-APOU,1957,57,2,"Vendim i Byrose Politike te KQ. Nr. 162, 15.5.1957. Mbi organizimin e Universitetit Shteteror te Tiranes","Decree of the Politburo, No. 162, 15.5.1957. On the Organization of the State University of Tirana. ","AQSH, F.14-APOU, V.1957, D.57, Fl.2. Document title: Vendim i Byrose Politike te KQ. Nr. 162, 15.5.1957. Mbi organizimin e Universitetit Shteteror te Tiranes[Decree of the Politburo, No. 162, 15.5.1957. On the Organization of the State University of Tirana. .]",,,,,
511_1957_46,AQSH,511,1957,46,1-21,Relacion mbi organizimin dhe zhvillimin e metejshem te arsimit popullor. (Teper Sekret),Report on the organization and the further development of the people's education. (Top Secret),"AQSH, F.511, V.1957, D.46, Fl.1-21. Document title: Relacion mbi organizimin dhe zhvillimin e metejshem te arsimit popullor. (Teper Sekret)[Report on the organization and the further development of the people's education. (Top Secret).]",,,,,
495_1957_155,AQSH,495,1957,155,12,Studente te regjistruar sipas fakultete dhe degeve (diten),Enrolled students according to the faculties and study programs (Full-Time),"AQSH, F.495, V.1957, D.155, Fl.12. Document title: Studente te regjistruar sipas fakultete dhe degeve (diten)[Enrolled students according to the faculties and study programs (Full-Time).]",,,,,
490_1957_1122,AQSH,490,1957,1122,1,"Vendim i Keshilli te Ministrave Nr. 405, dt. 15.10.1957, Mbi bursat e studetave te huaj ne Shqiperi.","Decree of the Council of Ministers, No. 405, 15.10.1957. On the scholarships granted to the foreign students in Albania. ","AQSH, F.490, V.1957, D.1122, Fl.1. Document title: Vendim i Keshilli te Ministrave Nr. 405, dt. 15.10.1957, Mbi bursat e studetave te huaj ne Shqiperi.[Decree of the Council of Ministers, No. 405, 15.10.1957. On the scholarships granted to the foreign students in Albania. .]",,,,,
490_1957_1122,AQSH,490,1957,1122,66,"Vendimi i Keshillit te Minsitrave Nr. 406, dt. 15.10.1957. Mbi bursen dhe stimulacionin e studentave t'Universitetit Shteteror te Tiranes dhe t'instituteve te larta. ","Decision of the Council of Ministers No. 406, 15.10.1957. On the scholarship and incentives for the students of the State University of Tirana and of the higher education institutes. ","AQSH, F.490, V.1957, D.1122, Fl.66. Document title: Vendimi i Keshillit te Minsitrave Nr. 406, dt. 15.10.1957. Mbi bursen dhe stimulacionin e studentave t'Universitetit Shteteror te Tiranes dhe t'instituteve te larta. [Decision of the Council of Ministers No. 406, 15.10.1957. On the scholarship and incentives for the students of the State University of Tirana and of the higher education institutes. .]",,,,,
490_1957_1122,AQSH,490,1957,1122,48,"Vendim i Keshillit te Ministrave, Nr. 217, dt. 12.6.1957","Decree of the Council of Ministers, No. 217, 12.6.1957","AQSH, F.490, V.1957, D.1122, Fl.48. Document title: Vendim i Keshillit te Ministrave, Nr. 217, dt. 12.6.1957[Decree of the Council of Ministers, No. 217, 12.6.1957.]",,,,,
